Cluster_ID,N_States,N_Observations,P(-1),P(0),P(+1),Direction,Entropy,Gini,Classification_Error,Confidence
1,240,4941,0.3017607771706132,0.40214531471362075,0.296093908115766,-0.005666869054847201,1.088246366557318,0.6595479767920027,0.5978546852863793,0.40214531471362075
2,3,53,0.16981132075471697,0.16981132075471697,0.660377358490566,0.49056603773584906,0.8761933372468089,0.5062299750800998,0.339622641509434,0.660377358490566
